time_sec,p_now(0=left),p_now(1=right),p_future(0=left),p_future(1=right)
3.07,0.9529547095298767,0.04704004153609276,0.7442366480827332,0.2557573616504669
3.12,0.945675253868103,0.05431928485631943,0.7567581534385681,0.24323590099811554
3.17,0.9495787620544434,0.05041591450572014,0.7701135873794556,0.22988058626651764
3.22,0.9486114978790283,0.051383186131715775,0.758201003074646,0.24179308116436005
3.27,0.9429305195808411,0.05706410855054855,0.7704929709434509,0.22950124740600586
3.32,0.9358639717102051,0.06413049250841141,0.7802655100822449,0.21972857415676117
3.37,0.9348762035369873,0.065118208527565,0.7937106490135193,0.20628340542316437
3.42,0.9338443875312805,0.06615006178617477,0.7937809824943542,0.2062131017446518
3.47,0.9287983775138855,0.07119579613208771,0.7870739102363586,0.2129199504852295
3.52,0.8936735391616821,0.10631993412971497,0.7808886766433716,0.21910499036312103
3.57,0.8886501789093018,0.11134308576583862,0.7754886746406555,0.22450481355190277
3.62,0.8829048275947571,0.11708813160657883,0.7719733119010925,0.2280200570821762
3.67,0.8660535216331482,0.13393929600715637,0.7619171738624573,0.23807618021965027
3.72,0.8882866501808167,0.11170607805252075,0.7861001491546631,0.21389292180538177
3.77,0.88126540184021,0.1187269389629364,0.778747022151947,0.22124582529067993
3.82,0.8826428055763245,0.11734938621520996,0.785902202129364,0.21409060060977936
3.87,0.8837559223175049,0.11623623222112656,0.7927919626235962,0.20720085501670837
3.92,0.9089509844779968,0.09104231745004654,0.78957599401474,0.21041707694530487
3.97,0.8655440807342529,0.1344476342201233,0.7486701011657715,0.25132232904434204
4.02,0.8626075983047485,0.13738398253917694,0.7543230652809143,0.2456694394350052
4.07,0.9155794382095337,0.08441394567489624,0.798710823059082,0.20128238201141357
4.12,0.8758584260940552,0.12413357943296432,0.737017810344696,0.26297444105148315
4.17,0.8731690645217896,0.12682192027568817,0.7317526936531067,0.26823899149894714
4.22,0.8671790957450867,0.1328115016222,0.7294590473175049,0.2705325484275818
4.27,0.8537783622741699,0.14621226489543915,0.7176119685173035,0.28237971663475037
4.32,0.9586973786354065,0.04129738360643387,0.8556807637214661,0.144313246011734
4.37,0.9717865586280823,0.028208250179886818,0.8644936084747314,0.13550041615962982
4.42,0.9678744673728943,0.03212030231952667,0.8691885471343994,0.1308056116104126
4.47,0.9677867293357849,0.03220795467495918,0.8742496967315674,0.12574440240859985
4.52,0.9580742120742798,0.04192013293504715,0.8629558086395264,0.13703809678554535
4.57,0.9445121884346008,0.05548175424337387,0.8482229709625244,0.1517707109451294
4.62,0.9434570074081421,0.05653685703873634,0.8478468656539917,0.15214677155017853
4.67,0.9489481449127197,0.05104592442512512,0.8558998107910156,0.1440938264131546
4.72,0.948699414730072,0.05129477381706238,0.8482249975204468,0.15176868438720703
4.77,0.9361604452133179,0.0638333261013031,0.8238567113876343,0.17613676190376282
4.82,0.9301201701164246,0.06987319886684418,0.8224853873252869,0.1775078922510147
4.87,0.9100364446640015,0.08995658904314041,0.7843478322029114,0.21564489603042603
4.92,0.8992136716842651,0.10077911615371704,0.7511818408966064,0.248810812830925
4.97,0.8879249691963196,0.11206711083650589,0.7399494647979736,0.26004281640052795
5.02,0.8637869358062744,0.13620461523532867,0.7302235960960388,0.26976850628852844
5.07,0.8432146906852722,0.15677589178085327,0.7121608853340149,0.2878309190273285
5.12,0.8517347574234009,0.1482556313276291,0.7315613031387329,0.26843026280403137
5.17,0.8444938659667969,0.15549618005752563,0.7239066958427429,0.2760848104953766
5.22,0.8226307034492493,0.1773613691329956,0.7222228050231934,0.27777060866355896
5.27,0.8144880533218384,0.18550372123718262,0.7177193760871887,0.28227388858795166
5.32,0.8172802925109863,0.18270999193191528,0.7107082009315491,0.2892841100692749
5.37,0.804977536201477,0.1950118988752365,0.687231719493866,0.31276002526283264
5.42,0.751145601272583,0.24884259700775146,0.636746346950531,0.363244891166687
5.47,0.9243112206459045,0.07568328827619553,0.8334267735481262,0.1665675789117813
5.52,0.9335852861404419,0.06640967726707458,0.8415440320968628,0.1584506332874298
5.57,0.9274131059646606,0.07258183509111404,0.8107752203941345,0.18921948969364166
5.62,0.9337863326072693,0.06620847433805466,0.8334466218948364,0.16654805839061737
5.67,0.9208822846412659,0.07911233603954315,0.7976015210151672,0.20239302515983582
5.72,0.9193807244300842,0.08061415702104568,0.7521416544914246,0.24785298109054565
5.77,0.9341970086097717,0.06579798460006714,0.7504261136054993,0.2495686113834381
5.82,0.906280517578125,0.09371457248926163,0.7203857898712158,0.2796090245246887
5.87,0.9130859375,0.08690892904996872,0.7012765407562256,0.29871806502342224
5.92,0.9186699390411377,0.08132488280534744,0.6390280723571777,0.3609659671783447
5.97,0.9110968708992004,0.08889786154031754,0.6521296501159668,0.3478644788265228
6.02,0.9283481240272522,0.07164663076400757,0.6381818652153015,0.361812025308609
6.07,0.9022648930549622,0.09772951155900955,0.544867217540741,0.45512571930885315
6.12,0.868638277053833,0.13135555386543274,0.44942134618759155,0.550571084022522
6.17,0.8918530344963074,0.10814123600721359,0.47690528631210327,0.5230875015258789
6.22,0.8946499228477478,0.10534436255693436,0.5231153964996338,0.4768775701522827
6.27,0.8548111915588379,0.14518284797668457,0.46777719259262085,0.5322151780128479
6.32,0.7256709933280945,0.2743200957775116,0.5238711833953857,0.4761214256286621
6.37,0.5551708936691284,0.44481584429740906,0.43416622281074524,0.5658256411552429
6.42,0.4735930263996124,0.5263915061950684,0.33493348956108093,0.6650575995445251
6.47,0.4201834499835968,0.5798006057739258,0.3310281038284302,0.668962836265564
6.52,0.3876960575580597,0.6122877597808838,0.3396950364112854,0.6602960824966431
6.57,0.35596853494644165,0.6440149545669556,0.3315678536891937,0.6684232354164124
6.62,0.3738292455673218,0.6261545419692993,0.34310463070869446,0.6568863987922668
6.67,0.3589078485965729,0.6410754919052124,0.3413427770137787,0.6586481928825378
6.72,0.3456835150718689,0.6542997360229492,0.32263243198394775,0.6773583292961121
6.77,0.34035834670066833,0.6596267223358154,0.3630143105983734,0.6369775533676147
6.82,0.3475782871246338,0.652405858039856,0.3359861969947815,0.6640050411224365
6.87,0.25987696647644043,0.7401092648506165,0.2943980097770691,0.705594003200531
6.92,0.37537115812301636,0.6246131658554077,0.336443692445755,0.6635472774505615
6.97,0.34384778141975403,0.6561363339424133,0.31337636709213257,0.6866143345832825
7.02,0.33435553312301636,0.6656284332275391,0.29959526658058167,0.7003952860832214
7.07,0.2957730293273926,0.7042100429534912,0.27479252219200134,0.7251979112625122
7.12,0.26977384090423584,0.7302097082138062,0.26141172647476196,0.7385784983634949
7.17,0.24928244948387146,0.7507009506225586,0.2602936029434204,0.7396968007087708
7.22,0.23757152259349823,0.7624114751815796,0.2439359426498413,0.756054162979126
7.27,0.22925634682178497,0.7707266807556152,0.2452930361032486,0.7546970844268799
7.32,0.23408178985118866,0.7659003138542175,0.24263252317905426,0.7573571801185608
7.37,0.6051406860351562,0.3948509693145752,0.4591324031352997,0.5408597588539124
7.42,0.2974913418292999,0.7024929523468018,0.28507959842681885,0.7149104475975037
7.47,0.29143521189689636,0.708547055721283,0.286767840385437,0.7132219672203064
7.52,0.2644267678260803,0.7355550527572632,0.2656056582927704,0.734383761882782
7.57,0.255718857049942,0.7442628741264343,0.26637208461761475,0.7336176037788391
7.62,0.2513149678707123,0.7486662268638611,0.26423367857933044,0.7357558012008667
7.67,0.25831058621406555,0.7416704297065735,0.27482858300209045,0.7251610159873962
7.72,0.25701335072517395,0.7429665923118591,0.26770663261413574,0.7322824597358704
7.77,0.08403375744819641,0.9159604907035828,0.22956961393356323,0.7704244256019592
7.82,0.08701586723327637,0.9129788875579834,0.27732500433921814,0.7226691246032715
7.87,0.1291559785604477,0.8708390593528748,0.3849276006221771,0.6150665879249573
7.92,0.17342059314250946,0.8265746235847473,0.45738524198532104,0.5426092743873596
7.97,0.17681527137756348,0.8231800198554993,0.5000120401382446,0.4999825358390808
8.02,0.17854151129722595,0.8214538097381592,0.4617671072483063,0.5382276773452759
8.07,0.18984265625476837,0.8101526498794556,0.4845374822616577,0.515457272529602
8.12,0.1777682602405548,0.8222269415855408,0.4714912176132202,0.5285034775733948
8.17,0.17962484061717987,0.8203701376914978,0.44945210218429565,0.5505424737930298
8.22,0.1571820229291916,0.8428124785423279,0.4967598617076874,0.5032344460487366
8.27,0.2059752345085144,0.7940188050270081,0.5435113906860352,0.45648279786109924
8.32,0.2029140591621399,0.7970801591873169,0.5114035606384277,0.4885905981063843
8.37,0.23375970125198364,0.7662341594696045,0.5303512811660767,0.46964266896247864
8.42,0.6246622204780579,0.3753332793712616,0.7596081495285034,0.24038651585578918
8.47,0.7408338785171509,0.25916188955307007,0.8368545174598694,0.1631401777267456
8.52,0.7030513882637024,0.29694265127182007,0.7518361210823059,0.24815769493579865
8.57,0.7078299522399902,0.29216212034225464,0.7377200126647949,0.2622736692428589
8.62,0.7798880338668823,0.2201041728258133,0.777184784412384,0.2228088676929474
8.67,0.811547577381134,0.18844470381736755,0.8154363632202148,0.18455733358860016
8.72,0.8244196772575378,0.17557291686534882,0.8370749950408936,0.16291926801204681
8.77,0.8281749486923218,0.17181716859340668,0.8486315608024597,0.1513625532388687
8.82,0.8464534282684326,0.15353994071483612,0.8400755524635315,0.15991854667663574
8.87,0.6410753130912781,0.35891446471214294,0.6759691834449768,0.32402363419532776
8.92,0.5113860964775085,0.4886016249656677,0.5528742074966431,0.4471173882484436
8.97,0.46872133016586304,0.5312648415565491,0.5203107595443726,0.4796800911426544
9.02,0.5049388408660889,0.4950467050075531,0.5567684173583984,0.44322216510772705
9.07,0.4787745773792267,0.5212098956108093,0.5387259721755981,0.46126410365104675
9.12,0.5083436369895935,0.4916398823261261,0.5719133019447327,0.42807647585868835
9.17,0.4787019193172455,0.5212807059288025,0.5452126264572144,0.4547768831253052
9.22,0.48642852902412415,0.5135532021522522,0.5576104521751404,0.4423787295818329
9.27,0.4938313066959381,0.50614994764328,0.5646743178367615,0.435314804315567
9.32,0.5033146142959595,0.4966655373573303,0.5760210752487183,0.4239675998687744
9.37,0.5121653079986572,0.4878135919570923,0.5824962854385376,0.4174920916557312
9.42,0.5103169679641724,0.48966071009635925,0.5878467559814453,0.41214102506637573
9.47,0.5045701861381531,0.4954069256782532,0.576433539390564,0.4235541820526123
9.52,0.5135113596916199,0.4864644706249237,0.5886821150779724,0.4113052189350128
9.57,0.4947856664657593,0.5051893591880798,0.5663445591926575,0.43364259600639343
9.62,0.5053375959396362,0.49463626742362976,0.581596314907074,0.4183903634548187
9.67,0.49711930751800537,0.5028538107872009,0.571523904800415,0.4284627139568329
9.72,0.53200763463974,0.46796461939811707,0.6030146479606628,0.39697182178497314
9.77,0.5226255655288696,0.4773460030555725,0.5977173447608948,0.4022689759731293
9.82,0.5319340229034424,0.46803730726242065,0.6118199825286865,0.3881664276123047
9.87,0.4019962549209595,0.5979830026626587,0.5352981686592102,0.46469005942344666
9.92,0.3930150866508484,0.606961727142334,0.4802711308002472,0.5197171568870544
9.97,0.3682839274406433,0.6316919922828674,0.444158136844635,0.5558297038078308
10.02,0.33361154794692993,0.6663652658462524,0.40722501277923584,0.5927629470825195
10.07,0.3333553373813629,0.6666204929351807,0.4055027365684509,0.5944847464561462
10.12,0.318199098110199,0.6817783117294312,0.3921777009963989,0.6078102588653564
10.17,0.2874051630496979,0.7125703692436218,0.3402746021747589,0.6597127914428711
10.22,0.3294890224933624,0.670488178730011,0.3932320475578308,0.6067564487457275
10.27,0.37500885128974915,0.6249707937240601,0.4216609597206116,0.5783291459083557
10.32,0.3925866186618805,0.6073946356773376,0.3988982141017914,0.601092517375946
10.37,0.37707099318504333,0.62291020154953,0.3857690095901489,0.6142219305038452
10.42,0.36868816614151,0.6312935948371887,0.41356155276298523,0.5864292979240417
10.47,0.35793623328208923,0.6420457363128662,0.4135493040084839,0.5864413976669312
10.52,0.06999455392360687,0.9300000667572021,0.15890300273895264,0.841091513633728
10.57,0.0634995847940445,0.9364954233169556,0.21167603135108948,0.7883188128471375
10.62,0.1134607121348381,0.886534571647644,0.24276044964790344,0.757234513759613
10.67,0.4312528967857361,0.568743884563446,0.42782193422317505,0.5721737742424011
10.72,0.4360331594944,0.5639636516571045,0.40810275077819824,0.5918928980827332
10.77,0.4434065818786621,0.5565902590751648,0.3830891251564026,0.6169063448905945
10.82,0.453069269657135,0.5469276905059814,0.39631158113479614,0.6036839485168457
10.87,0.4589352309703827,0.5410617589950562,0.3876911401748657,0.6123042702674866
10.92,0.42973944544792175,0.5702574253082275,0.35783612728118896,0.6421590447425842
10.97,0.40433624386787415,0.5956605076789856,0.357118159532547,0.6428771018981934
11.02,0.3227127492427826,0.677283525466919,0.3839050233364105,0.6160901784896851
11.07,0.35766008496284485,0.6423359513282776,0.4075385332107544,0.5924564003944397
11.12,0.35010895133018494,0.6498866677284241,0.45675504207611084,0.5432394742965698
11.17,0.24198952317237854,0.7580060362815857,0.3652411699295044,0.6347532868385315
11.22,0.21134239435195923,0.7886529564857483,0.3880971670150757,0.6118969917297363
11.27,0.24169152975082397,0.7583039402961731,0.39002785086631775,0.6099662184715271
11.32,0.22515244781970978,0.7748429775238037,0.43062418699264526,0.5693698525428772
11.37,0.35928428173065186,0.6407113671302795,0.46229907870292664,0.5376946926116943
11.42,0.5055617094039917,0.4944342076778412,0.510567307472229,0.48942676186561584
11.47,0.48511621356010437,0.5148801207542419,0.4987727701663971,0.5012212991714478
11.52,0.4008026719093323,0.5991933345794678,0.45312100648880005,0.5468727350234985
11.57,0.3605283796787262,0.6394674181938171,0.4163336455821991,0.5836600661277771
11.62,0.31761160492897034,0.6823837757110596,0.43856003880500793,0.5614332556724548
11.67,0.3518677353858948,0.648128092288971,0.4595513641834259,0.5404422879219055
11.72,0.34477031230926514,0.6552255749702454,0.4898594617843628,0.5101339817047119
11.77,0.4124283790588379,0.5875665545463562,0.5172310471534729,0.48276206851005554
11.82,0.4213413596153259,0.5786528587341309,0.5206565856933594,0.479336142539978
11.87,0.4477742314338684,0.5522196888923645,0.5206413865089417,0.4793509542942047
11.92,0.42621496319770813,0.5737789273262024,0.5148620009422302,0.4851301610469818
11.97,0.26000863313674927,0.7399866580963135,0.36018747091293335,0.6398062109947205
12.02,0.17971235513687134,0.820283055305481,0.34237733483314514,0.6576168537139893
12.07,0.16622287034988403,0.8337723612785339,0.3747560977935791,0.6252379417419434
12.12,0.18590345978736877,0.8140915632247925,0.40133577585220337,0.5986580848693848
12.17,0.17626969516277313,0.8237254023551941,0.4028894305229187,0.5971044898033142
12.22,0.14932119846343994,0.8506740927696228,0.39890336990356445,0.6010909080505371
12.27,0.1480695754289627,0.8519256711006165,0.4084036648273468,0.5915906429290771
12.32,0.15724831819534302,0.8427468538284302,0.41598084568977356,0.5840133428573608
12.37,0.15973761677742004,0.8402575850486755,0.41342976689338684,0.5865646004676819
12.42,0.16395804286003113,0.8360370397567749,0.42077547311782837,0.5792188048362732
12.47,0.1449568271636963,0.8550384044647217,0.3781171143054962,0.6218773126602173
12.52,0.15575997531414032,0.8442350029945374,0.4600242078304291,0.5399697422981262
12.57,0.1748114675283432,0.8251834511756897,0.47253328561782837,0.5274607539176941
12.62,0.18517619371414185,0.8148185610771179,0.5258827805519104,0.4741107225418091
12.67,0.15563428401947021,0.8443608283996582,0.4228362441062927,0.5771582126617432
12.72,0.1335146725177765,0.8664805293083191,0.3789694309234619,0.6210252642631531
12.77,0.13479095697402954,0.8652042746543884,0.3737051486968994,0.6262896060943604
12.82,0.15533719956874847,0.8446580171585083,0.39367127418518066,0.6063237190246582
12.87,0.22655275464057922,0.7734421491622925,0.4365993142127991,0.563395619392395
12.92,0.19812053442001343,0.8018746972084045,0.41522979736328125,0.5847654342651367
12.97,0.2204221934080124,0.7795733213424683,0.42220962047576904,0.5777859091758728
13.02,0.24425680935382843,0.7557384967803955,0.43328702449798584,0.5667083859443665
13.07,0.28368818759918213,0.7163066267967224,0.4625389575958252,0.537456214427948
13.12,0.3496234118938446,0.6503711938858032,0.5049678087234497,0.49502724409103394
13.17,0.3746165931224823,0.6253778338432312,0.5147249102592468,0.4852702021598816
13.22,0.3809792101383209,0.6190147995948792,0.4920857846736908,0.5079092979431152
13.27,0.37014785408973694,0.6298460364341736,0.44109004735946655,0.5589048862457275
13.32,0.6503831148147583,0.3496125042438507,0.5411112904548645,0.458884060382843
13.37,0.7509147524833679,0.24908097088336945,0.5379997491836548,0.461995393037796
13.42,0.7925997376441956,0.20739609003067017,0.5136238932609558,0.4863710105419159
13.47,0.8078966736793518,0.19209906458854675,0.5090731382369995,0.49092188477516174
13.52,0.8094705939292908,0.1905250996351242,0.5193971395492554,0.4805980324745178
13.57,0.7994202375411987,0.20057553052902222,0.5031952261924744,0.49679988622665405
13.62,0.803795576095581,0.19620007276535034,0.4812372624874115,0.5187577605247498
13.67,0.7944959998130798,0.2054995596408844,0.47254031896591187,0.527454674243927
13.72,0.7615189552307129,0.23847678303718567,0.45676904916763306,0.5432257652282715
13.77,0.774151086807251,0.22584430873394012,0.501941978931427,0.4980525076389313
13.82,0.7649406790733337,0.23505449295043945,0.5288776159286499,0.47111669182777405
13.87,0.7761152386665344,0.22387979924678802,0.6038168668746948,0.3961773216724396
13.92,0.7536722421646118,0.2463221400976181,0.6882483959197998,0.31174609065055847
13.97,0.7043659687042236,0.2956264019012451,0.6660264134407043,0.3339674472808838
14.02,0.7154974341392517,0.2844938635826111,0.7117394804954529,0.288254052400589
14.07,0.6544349789619446,0.3455554246902466,0.6457290053367615,0.35426443815231323
14.12,0.6294653415679932,0.3705246150493622,0.6228238344192505,0.37716957926750183
14.17,0.627047598361969,0.37294214963912964,0.6224703788757324,0.37752312421798706
14.22,0.5217731595039368,0.4782160818576813,0.511877179145813,0.4881160855293274
14.27,0.5739088654518127,0.4260806739330292,0.5436457395553589,0.4563477039337158
14.32,0.5687349438667297,0.43125420808792114,0.5563076734542847,0.443685919046402
14.37,0.5704622864723206,0.42952680587768555,0.5669618844985962,0.43303167819976807
14.42,0.5370733141899109,0.4629148840904236,0.5296457409858704,0.47034743428230286
14.47,0.5490707159042358,0.45091769099235535,0.547492504119873,0.45250073075294495
14.52,0.5738988518714905,0.4260871112346649,0.5823531746864319,0.4176389276981354
14.57,0.48135310411453247,0.518633246421814,0.49074700474739075,0.5092452764511108
14.62,0.1273443102836609,0.8726505041122437,0.2399708777666092,0.7600235342979431
14.67,0.16546155512332916,0.8345337510108948,0.315188467502594,0.6848060488700867
14.72,0.12365885078907013,0.8763363361358643,0.268070787191391,0.7319237589836121
14.77,0.10361853241920471,0.8963766098022461,0.2502611577510834,0.7497332692146301
14.82,0.0900360569357872,0.9099591374397278,0.21326950192451477,0.7867251634597778
14.87,0.11158517748117447,0.8884099721908569,0.2290688008069992,0.7709259390830994
14.92,0.0958559513092041,0.9041391611099243,0.23712582886219025,0.7628685832023621
14.97,0.1039150133728981,0.8960800766944885,0.24661597609519958,0.753378689289093
15.02,0.10136681795120239,0.8986282348632812,0.25591549277305603,0.744079053401947
15.07,0.10391713678836823,0.8960779905319214,0.23932617902755737,0.7606683373451233
15.12,0.12235858291387558,0.8776363730430603,0.26049521565437317,0.7394990921020508
15.17,0.13358740508556366,0.8664076328277588,0.26318293809890747,0.7368115782737732
15.22,0.110970638692379,0.8890241980552673,0.22858186066150665,0.7714124321937561
15.27,0.1600862741470337,0.839907169342041,0.2552899718284607,0.744704008102417
15.32,0.1543591320514679,0.8456337451934814,0.23341652750968933,0.7665771245956421
15.37,0.16231350600719452,0.8376792669296265,0.23824164271354675,0.7617518901824951
15.42,0.183699369430542,0.8162924647331238,0.2465696781873703,0.7534236311912537
15.47,0.1754252165555954,0.8245654702186584,0.229103684425354,0.7708891034126282
15.52,0.2074117660522461,0.7925787568092346,0.2568461298942566,0.7431468367576599
15.57,0.2301604300737381,0.7698297500610352,0.2676698565483093,0.7323231101036072
15.62,0.2634000778198242,0.7365902066230774,0.30995774269104004,0.6900354623794556
15.67,0.27925220131874084,0.7207381725311279,0.33164653182029724,0.668346643447876
15.72,0.28032734990119934,0.7196627259254456,0.33205726742744446,0.6679357886314392
15.77,0.3379214406013489,0.6620685458183289,0.3941034972667694,0.6058897972106934
15.82,0.3731240928173065,0.6268661618232727,0.4361318051815033,0.5638619065284729
15.87,0.4356599748134613,0.5643321871757507,0.48641687631607056,0.5135775804519653
15.92,0.3928968012332916,0.607094943523407,0.46261462569236755,0.5373796820640564
15.97,0.37991881370544434,0.6200730800628662,0.45638057589530945,0.5436136722564697
16.02,0.37217676639556885,0.6278148293495178,0.46317270398139954,0.5368215441703796
16.07,0.13524042069911957,0.8647547960281372,0.2673490047454834,0.7326462268829346
16.12,0.4038445055484772,0.5961519479751587,0.4208458364009857,0.5791497826576233
16.17,0.21807509660720825,0.7819206714630127,0.33392900228500366,0.6660664081573486
16.22,0.14726611971855164,0.8527293801307678,0.29904019832611084,0.7009552121162415
16.27,0.18453384935855865,0.8154616951942444,0.3040495216846466,0.6959459185600281
16.32,0.1414915919303894,0.8585038781166077,0.28817757964134216,0.7118176221847534
16.37,0.12246374040842056,0.8775315880775452,0.2557137906551361,0.7442809343338013
16.42,0.14317654073238373,0.8568185567855835,0.24593590199947357,0.7540586590766907
16.47,0.13287223875522614,0.8671227693557739,0.22452692687511444,0.7754676342010498
16.52,0.12999071180820465,0.8700042366981506,0.21437709033489227,0.7856173515319824
16.57,0.12056461721658707,0.8794302344322205,0.23182272911071777,0.7681714296340942
16.62,0.10837657004594803,0.8916182518005371,0.2325761914253235,0.7674179077148438
16.67,0.11160854250192642,0.8883860111236572,0.26489782333374023,0.7350959777832031
16.72,0.14881379902362823,0.851180911064148,0.26766476035118103,0.7323293089866638
16.77,0.17135000228881836,0.8286442160606384,0.29857635498046875,0.7014174461364746
16.82,0.20576053857803345,0.7942329049110413,0.3388804495334625,0.6611133217811584
16.87,0.2553901970386505,0.7446034550666809,0.36587032675743103,0.6341237425804138
16.92,0.2598894238471985,0.7401039600372314,0.37550854682922363,0.6244856715202332
16.97,0.3031395375728607,0.6968539953231812,0.39625224471092224,0.6037420630455017
17.02,0.31044939160346985,0.6895442605018616,0.3898685872554779,0.6101258397102356
17.07,0.32652705907821655,0.6734675168991089,0.34936583042144775,0.6506291627883911
17.12,0.2866280674934387,0.713365912437439,0.33807697892189026,0.6619178652763367
17.17,0.3088791072368622,0.6911149024963379,0.35512223839759827,0.6448726058006287
17.22,0.5967864990234375,0.4032089412212372,0.39162755012512207,0.6083673238754272
17.27,0.702584445476532,0.29741138219833374,0.3554644286632538,0.6445305347442627
17.32,0.6342465281486511,0.36574891209602356,0.28518882393836975,0.7148060202598572
17.37,0.5509279370307922,0.44906696677207947,0.26749590039253235,0.7324989438056946
17.42,0.5475024580955505,0.45249292254447937,0.2569238841533661,0.7430709004402161
17.47,0.6595787405967712,0.3404170870780945,0.31637290120124817,0.6836219429969788
17.52,0.6734851002693176,0.32651078701019287,0.3233438730239868,0.6766509413719177
